year,month,country,region,student_ai_usage_pct,teacher_ai_usage_pct,schools_ai_adoption_pct,avg_daily_ai_usage_min,top_ai_tool,internet_penetration_pct,education_index,government_ai_policy,urban_ai_usage_pct,rural_ai_usage_pct,ai_in_curriculum,gender_gap_ai_usage_pct,policy_id,policy_name,policy_type,policy_domain,policy_status,policy_year,policy_restrictiveness_score,policy_maturity_score,ethical_alignment_score,implementation_strength,regulatory_risk_level,ai_investment_index,ai_research_output,policy_sentiment,amendment_count,compliance_score,alert_flag,policy_version,country_code,continent,policy_source,publishing_authority,publication_date,effective_date,review_date,volatility_score,enforcement_strength,expert_review_score,comment_count,discussion_status,last_updated,alert_date
2018,12,China,Asia,18,18,21,13,Khanmigo,70,0.75,,20,7,Yes,7,AIP-00473,AI Framework 23,Strategy,Governance,Active,2023,7,55,48,Moderate,Low,74,1665,Restrictive,5,53,No Alert,v3.3,CHI,Asia,Legal Database,Digital Affairs Agency,2023-05-30,2023-11-01,2026-05-20,51,Medium,98,41,Closed,2024-10-17,2023-09-04
2018,12,India,Asia,22,23,15,41,Khanmigo,50,0.64,Active,24,9,No,3,AIP-00474,AI Framework 24,Regulation,Data Privacy,Draft,2020,7,56,48,Strong,Low,98,3904,Neutral,7,64,Amendment,v1.1,IND,Asia,AI Ethics Board,Data Protection Authority,2020-02-14,2020-03-21,2021-07-28,23,High,76,12,Closed,2021-09-22,2020-04-06
2018,12,Germany,Europe,19,19,18,23,Microsoft Copilot,93,0.94,,22,7,Yes,10,AIP-00475,AI Framework 25,Regulation,Transparency,Active,2019,3,62,63,Strong,High,33,1228,Restrictive,3,62,No Alert,v2.2,GER,Africa,Regulatory Authority,Data Protection Authority,2019-05-22,2019-06-16,2022-04-26,94,Medium,88,14,Under Review,2020-03-26,2019-05-23
2018,12,Brazil,South America,17,23,16,23,Google Gemini,75,0.7,Active,21,9,Yes,2,AIP-00476,AI Framework 1,Legislation,Data Privacy,Active,2026,7,68,72,Strong,Low,99,1812,Restrictive,6,82,No Alert,v3.6,BRA,South America,Government Portal,AI Commission,2026-12-01,2027-04-04,2027-12-22,50,High,79,3,Under Review,2028-03-28,2026-12-07
2018,12,Pakistan,Asia,23,20,16,33,ChatGPT,45,0.55,Active,27,16,Yes,4,AIP-00477,AI Framework 2,Guidance,Governance,Active,2021,4,70,80,Strong,Low,63,2368,Neutral,2,75,New Policy,v1.9,PAK,Africa,Regulatory Authority,AI Commission,2021-09-26,2021-11-14,2023-05-02,29,Low,61,12,Under Review,2022-12-11,2022-01-12
2018,12,Nigeria,Africa,17,19,16,48,Microsoft Copilot,42,0.52,Active,21,12,No,4,AIP-00478,AI Framework 3,Legislation,Ethics,Repealed,2021,8,40,39,Moderate,Low,65,4600,Restrictive,6,47,Amendment,v3.6,NIG,Africa,Government Portal,Data Protection Authority,2021-10-23,2022-01-08,2024-02-24,94,Medium,91,9,Under Review,2023-08-31,2021-12-20
2018,12,Canada,North America,24,15,21,47,Khanmigo,94,0.92,,25,16,No,6,AIP-00479,AI Framework 4,Regulation,Governance,Repealed,2024,1,63,57,Moderate,Low,97,2691,Restrictive,2,72,Amendment,v1.2,CAN,Asia,AI Ethics Board,Digital Affairs Agency,2024-09-08,2024-10-03,2026-11-14,23,Medium,73,16,Closed,2025-04-27,2024-10-22
2018,12,Australia,Oceania,18,16,21,51,Microsoft Copilot,96,0.93,,23,11,No,6,AIP-00480,AI Framework 5,Legislation,Ethics,Active,2024,3,43,44,Moderate,Medium,46,4208,Restrictive,5,38,No Alert,v2.4,AUS,Africa,Legal Database,AI Commission,2024-08-02,2024-12-29,2026-03-04,86,High,57,33,Closed,2025-06-13,2024-11-19
2019,1,United States,North America,23,23,25,36,ChatGPT,90,0.9,Draft,27,9,No,4,AIP-00481,AI Framework 6,Strategy,Transparency,Active,2025,7,50,46,Moderate,Low,80,741,Neutral,0,45,No Alert,v3.6,UNI,North America,Regulatory Authority,Digital Affairs Agency,2025-09-30,2026-03-12,2027-01-29,33,Medium,93,45,Under Review,2027-07-03,2025-12-07
2019,1,United Kingdom,Europe,26,21,27,53,Google Gemini,92,0.91,Draft,31,21,Yes,5,AIP-00482,AI Framework 7,Regulation,Data Privacy,Active,2025,7,69,62,Moderate,Low,20,457,Restrictive,6,79,No Alert,v1.8,UNI,Africa,Regulatory Authority,Data Protection Authority,2025-09-20,2026-01-24,2027-09-20,94,High,60,25,Closed,2026-03-17,2025-12-10
2019,1,China,Asia,27,26,22,29,Khanmigo,70,0.75,,32,20,No,4,AIP-00483,AI Framework 8,Guidance,Education,Repealed,2025,9,49,40,Weak,Low,74,2532,Restrictive,2,48,No Alert,v3.7,CHI,Europe,Government Portal,Digital Affairs Agency,2025-03-31,2025-05-09,2027-06-16,29,Medium,52,21,Closed,2025-07-07,2025-07-03
2019,1,India,Asia,30,23,23,26,Khanmigo,50,0.64,Draft,30,24,No,9,AIP-00484,AI Framework 9,Strategy,Transparency,Repealed,2019,9,68,73,Moderate,Low,21,4519,Neutral,1,73,Amendment,v3.1,IND,Oceania,Legal Database,AI Commission,2019-08-31,2019-11-02,2020-11-29,97,Low,69,20,Open,2020-10-16,2019-10-18
2019,1,Germany,Europe,21,20,27,49,Microsoft Copilot,93,0.94,,25,14,No,2,AIP-00485,AI Framework 10,Legislation,Data Privacy,Active,2019,1,56,59,Strong,Low,20,1208,Supportive,2,57,No Alert,v3.6,GER,North America,AI Ethics Board,Data Protection Authority,2019-07-03,2019-11-23,2020-07-30,42,Medium,82,50,Under Review,2021-01-11,2019-10-28
2019,1,Brazil,South America,24,22,20,40,ChatGPT,75,0.7,Active,29,10,No,9,AIP-00486,AI Framework 11,Regulation,Transparency,Active,2019,1,48,41,Strong,Low,51,1153,Supportive,3,34,Amendment,v1.1,BRA,Asia,Government Portal,Digital Affairs Agency,2019-02-14,2019-06-17,2021-09-12,12,Medium,97,48,Closed,2020-04-19,2019-05-15
2019,1,Pakistan,Asia,28,28,25,55,Microsoft Copilot,45,0.55,Active,28,14,Yes,8,AIP-00487,AI Framework 12,Regulation,Education,Repealed,2023,4,52,53,Strong,Medium,50,783,Restrictive,1,51,No Alert,v2.3,PAK,Africa,Government Portal,Ministry of Technology,2023-07-02,2023-10-08,2025-08-01,54,Medium,86,18,Open,2024-01-30,2023-09-30
2019,1,Nigeria,Africa,24,24,27,42,Microsoft Copilot,42,0.52,,27,16,Yes,1,AIP-00488,AI Framework 13,Strategy,Transparency,Repealed,2023,10,59,67,Weak,Low,83,4620,Supportive,4,49,No Alert,v2.9,NIG,Asia,Government Portal,AI Commission,2023-12-24,2024-03-18,2025-04-03,92,Medium,55,49,Closed,2024-09-15,2024-03-25
2019,1,Canada,North America,20,23,21,35,ChatGPT,94,0.92,,22,14,Yes,2,AIP-00489,AI Framework 14,Strategy,Education,Active,2025,5,67,74,Moderate,Low,92,505,Supportive,0,54,No Alert,v2.8,CAN,South America,Government Portal,Ministry of Technology,2025-02-27,2025-04-26,2027-10-29,59,Medium,78,17,Under Review,2025-11-22,2025-05-04
2019,1,Australia,Oceania,22,23,21,48,Khanmigo,96,0.93,,25,17,Yes,3,AIP-00490,AI Framework 15,Guidance,Ethics,Active,2025,9,61,60,Moderate,Medium,96,3171,Neutral,4,54,No Alert,v1.2,AUS,Asia,Regulatory Authority,Ministry of Technology,2025-12-21,2026-01-16,2028-02-15,3,Medium,71,13,Closed,2026-04-26,2026-03-28
2019,2,United States,North America,28,20,23,6,ChatGPT,90,0.9,,28,16,Yes,10,AIP-00491,AI Framework 16,Guidance,Education,Active,2025,1,73,64,Weak,Medium,70,1932,Restrictive,2,67,Amendment,v3.7,UNI,Europe,Government Portal,AI Commission,2025-02-05,2025-04-12,2027-02-28,39,Medium,71,34,Open,2026-08-12,2025-04-04
2019,2,United Kingdom,Europe,29,24,26,59,Microsoft Copilot,92,0.91,Draft,33,19,Yes,10,AIP-00492,AI Framework 17,Strategy,Governance,Repealed,2018,10,71,74,Moderate,Medium,32,2089,Supportive,4,79,No Alert,v2.3,UNI,South America,Regulatory Authority,Ministry of Technology,2018-09-14,2018-10-22,2020-04-27,40,Low,55,12,Under Review,2020-02-13,2018-10-09
2019,2,China,Asia,23,23,20,21,ChatGPT,70,0.75,,26,14,Yes,9,AIP-00493,AI Framework 18,Regulation,Data Privacy,Draft,2024,1,67,67,Moderate,High,74,3568,Neutral,1,59,No Alert,v3.0,CHI,South America,Government Portal,Digital Affairs Agency,2024-05-09,2024-08-22,2026-01-19,64,High,61,29,Open,2025-10-14,2024-06-12
2019,2,India,Asia,22,21,24,33,Khanmigo,50,0.64,Active,25,15,No,7,AIP-00494,AI Framework 19,Regulation,Ethics,Active,2025,9,61,70,Strong,Low,59,2210,Supportive,7,70,No Alert,v1.8,IND,North America,Regulatory Authority,Digital Affairs Agency,2025-09-28,2025-12-15,2027-08-04,10,High,64,33,Closed,2027-04-07,2025-10-17
2019,2,Germany,Europe,20,22,21,17,Google Gemini,93,0.94,Draft,25,5,Yes,3,AIP-00495,AI Framework 20,Strategy,Ethics,Draft,2026,9,50,51,Moderate,Low,62,164,Restrictive,0,41,No Alert,v3.8,GER,Europe,Government Portal,Data Protection Authority,2026-07-09,2027-01-01,2028-08-26,79,Medium,95,10,Under Review,2028-02-29,2026-10-06
2019,2,Brazil,South America,25,21,21,50,Google Gemini,75,0.7,,26,18,No,5,AIP-00496,AI Framework 21,Regulation,Transparency,Active,2021,3,54,59,Strong,Low,60,2835,Restrictive,6,64,No Alert,v2.2,BRA,Asia,Government Portal,AI Commission,2021-12-14,2022-05-21,2023-05-01,40,Low,98,47,Closed,2022-07-07,2022-01-16
2019,2,Pakistan,Asia,29,25,20,21,Khanmigo,45,0.55,Active,32,16,Yes,10,AIP-00497,AI Framework 22,Strategy,Ethics,Draft,2024,4,44,45,Strong,Low,91,177,Neutral,2,45,No Alert,v2.7,PAK,North America,Legal Database,Data Protection Authority,2024-08-29,2025-01-06,2026-05-27,18,High,76,29,Under Review,2025-05-14,2024-09-11
2019,2,Nigeria,Africa,21,24,24,49,Microsoft Copilot,42,0.52,Draft,24,16,Yes,4,AIP-00498,AI Framework 23,Guidance,Data Privacy,Active,2021,6,53,54,Strong,High,50,4227,Supportive,6,40,No Alert,v1.0,NIG,Europe,Regulatory Authority,Digital Affairs Agency,2021-10-29,2021-12-13,2022-11-20,77,Medium,74,50,Under Review,2023-05-29,2021-12-19
2019,2,Canada,North America,26,23,22,12,Khanmigo,94,0.92,,26,11,No,4,AIP-00499,AI Framework 24,Strategy,Governance,Active,2019,8,73,69,Weak,Medium,98,4731,Supportive,4,61,No Alert,v2.5,CAN,Oceania,Legal Database,Ministry of Technology,2019-03-11,2019-05-01,2020-03-17,23,Medium,94,8,Under Review,2020-07-13,2019-06-13
2019,2,Australia,Oceania,21,24,24,47,Google Gemini,96,0.93,,23,12,Yes,3,AIP-00500,AI Framework 25,Regulation,Education,Repealed,2021,2,55,53,Moderate,Medium,63,4192,Restrictive,6,42,No Alert,v2.9,AUS,North America,Government Portal,AI Commission,2021-01-10,2021-05-20,2023-02-19,84,Medium,98,34,Closed,2022-05-18,2021-04-04
2019,3,United States,North America,20,25,25,37,Microsoft Copilot,90,0.9,Draft,20,7,Yes,8,AIP-00501,AI Framework 1,Strategy,Data Privacy,Active,2020,3,44,40,Strong,High,75,2097,Supportive,4,41,New Policy,v2.7,UNI,South America,Regulatory Authority,Digital Affairs Agency,2020-03-16,2020-05-18,2023-03-10,84,Low,52,17,Closed,2022-02-18,2020-03-18
2019,3,United Kingdom,Europe,23,26,26,46,Microsoft Copilot,92,0.91,Draft,24,10,Yes,3,AIP-00502,AI Framework 2,Regulation,Ethics,Active,2026,8,63,62,Weak,High,94,2103,Supportive,6,57,No Alert,v1.5,UNI,South America,AI Ethics Board,Digital Affairs Agency,2026-06-07,2026-09-30,2028-09-26,51,High,75,2,Closed,2028-01-08,2026-07-28
2019,3,China,Asia,29,25,27,15,ChatGPT,70,0.75,Draft,33,17,No,8,AIP-00503,AI Framework 3,Regulation,Governance,Active,2019,9,74,83,Weak,Medium,85,2945,Restrictive,5,60,No Alert,v2.3,CHI,Oceania,Regulatory Authority,Digital Affairs Agency,2019-12-02,2020-01-28,2021-05-07,82,Low,76,4,Under Review,2021-08-30,2019-12-20
2019,3,India,Asia,29,22,23,5,ChatGPT,50,0.64,Draft,29,21,No,2,AIP-00504,AI Framework 4,Legislation,Data Privacy,Draft,2019,2,71,68,Strong,High,55,4252,Neutral,5,77,No Alert,v1.7,IND,Africa,Government Portal,AI Commission,2019-09-25,2020-02-19,2022-01-25,63,Medium,62,25,Closed,2021-08-08,2020-01-22
2019,3,Germany,Europe,30,22,23,23,ChatGPT,93,0.94,Draft,30,18,No,4,AIP-00505,AI Framework 5,Legislation,Transparency,Active,2023,9,49,48,Strong,Medium,36,3778,Neutral,4,60,Amendment,v2.9,GER,South America,Government Portal,Ministry of Technology,2023-11-15,2024-01-21,2026-03-07,43,High,53,9,Under Review,2024-03-29,2024-01-24
2019,3,Brazil,South America,27,25,26,39,Microsoft Copilot,75,0.7,Active,31,21,Yes,5,AIP-00506,AI Framework 6,Strategy,Transparency,Active,2023,9,56,65,Strong,Low,31,2386,Restrictive,2,67,New Policy,v2.1,BRA,North America,Government Portal,Data Protection Authority,2023-02-02,2023-05-24,2024-04-22,18,High,91,26,Under Review,2023-07-14,2023-04-25
2019,3,Pakistan,Asia,23,22,22,42,Khanmigo,45,0.55,Draft,23,11,Yes,10,AIP-00507,AI Framework 7,Regulation,Data Privacy,Active,2023,9,59,52,Weak,Medium,49,4066,Neutral,6,48,New Policy,v3.0,PAK,Oceania,Legal Database,Ministry of Technology,2023-05-14,2023-06-13,2025-02-24,14,Medium,98,37,Open,2024-02-25,2023-06-27
2019,3,Nigeria,Africa,23,22,25,52,Microsoft Copilot,42,0.52,,27,17,No,1,AIP-00508,AI Framework 8,Regulation,Education,Active,2019,3,48,43,Moderate,High,73,2116,Supportive,6,59,No Alert,v3.3,NIG,Africa,Regulatory Authority,Data Protection Authority,2019-12-19,2020-05-01,2022-04-26,11,Medium,89,41,Closed,2020-06-15,2019-12-21
2019,3,Canada,North America,22,24,23,43,ChatGPT,94,0.92,Active,26,15,No,10,AIP-00509,AI Framework 9,Legislation,Ethics,Active,2022,7,49,49,Strong,Medium,84,3860,Neutral,5,47,No Alert,v1.5,CAN,Africa,AI Ethics Board,Data Protection Authority,2022-06-01,2022-11-14,2024-09-25,50,Medium,66,45,Open,2024-05-23,2022-06-05
2019,3,Australia,Oceania,21,23,26,54,Microsoft Copilot,96,0.93,,24,7,Yes,2,AIP-00510,AI Framework 10,Strategy,Governance,Active,2026,2,48,46,Moderate,Medium,22,1254,Supportive,2,39,No Alert,v2.2,AUS,South America,Government Portal,Data Protection Authority,2026-07-07,2026-07-22,2027-10-05,40,Medium,52,18,Open,2027-11-05,2026-07-26
2019,4,United States,North America,25,25,23,12,Google Gemini,90,0.9,Draft,28,11,Yes,6,AIP-00511,AI Framework 11,Guidance,Ethics,Repealed,2018,2,75,72,Weak,High,57,2294,Supportive,3,64,Amendment,v1.6,UNI,Asia,Regulatory Authority,Data Protection Authority,2018-01-29,2018-05-19,2019-05-22,89,High,85,0,Open,2019-04-29,2018-03-01
2019,4,United Kingdom,Europe,22,24,20,53,Google Gemini,92,0.91,Draft,25,16,Yes,8,AIP-00512,AI Framework 12,Strategy,Education,Active,2025,1,66,72,Weak,Medium,96,4148,Neutral,5,74,No Alert,v2.3,UNI,North America,AI Ethics Board,Data Protection Authority,2025-02-22,2025-06-09,2026-12-20,76,Medium,95,10,Under Review,2026-05-13,2025-04-23
2019,4,China,Asia,28,27,21,38,ChatGPT,70,0.75,Draft,29,23,No,3,AIP-00513,AI Framework 13,Strategy,Education,Active,2019,5,70,70,Moderate,Medium,86,1269,Restrictive,1,62,No Alert,v2.9,CHI,Africa,Legal Database,AI Commission,2019-05-15,2019-09-30,2021-07-04,88,Low,95,17,Closed,2020-08-31,2019-08-26
2019,4,India,Asia,30,26,21,46,Khanmigo,50,0.64,Active,34,23,No,3,AIP-00514,AI Framework 14,Strategy,Governance,Active,2020,8,69,66,Moderate,Low,96,3119,Neutral,0,73,No Alert,v3.2,IND,Africa,Government Portal,AI Commission,2020-11-12,2021-01-21,2022-04-01,18,High,96,21,Under Review,2022-02-16,2021-02-07
2019,4,Germany,Europe,26,20,27,37,Khanmigo,93,0.94,,29,21,Yes,2,AIP-00515,AI Framework 15,Legislation,Transparency,Draft,2026,2,74,74,Strong,Low,97,1437,Restrictive,3,76,No Alert,v2.8,GER,Africa,Government Portal,AI Commission,2026-10-06,2026-12-03,2027-11-23,46,Medium,65,12,Under Review,2028-08-01,2026-10-22
2019,4,Brazil,South America,27,20,21,21,Khanmigo,75,0.7,Active,29,14,Yes,1,AIP-00516,AI Framework 16,Legislation,Ethics,Active,2020,2,43,51,Moderate,Low,27,2184,Supportive,4,56,Amendment,v1.9,BRA,Europe,Government Portal,Ministry of Technology,2020-07-12,2020-12-02,2022-09-28,31,Medium,65,42,Closed,2021-10-09,2020-08-07
2019,4,Pakistan,Asia,24,22,27,43,ChatGPT,45,0.55,,29,11,Yes,4,AIP-00517,AI Framework 17,Legislation,Education,Active,2022,3,71,81,Weak,High,75,1655,Supportive,7,78,New Policy,v2.4,PAK,Europe,Regulatory Authority,Digital Affairs Agency,2022-07-09,2022-11-22,2023-12-23,55,Low,62,46,Closed,2024-05-08,2022-07-13
2019,4,Nigeria,Africa,30,22,26,37,Microsoft Copilot,42,0.52,Draft,34,20,No,9,AIP-00518,AI Framework 18,Legislation,Ethics,Active,2021,2,42,37,Strong,High,64,3328,Neutral,2,50,No Alert,v3.1,NIG,Oceania,AI Ethics Board,AI Commission,2021-09-05,2022-01-02,2023-05-26,26,High,82,2,Closed,2023-07-01,2021-10-30
2019,4,Canada,North America,22,21,23,42,Microsoft Copilot,94,0.92,,26,17,No,4,AIP-00519,AI Framework 19,Legislation,Ethics,Active,2023,9,57,47,Strong,Low,58,3789,Restrictive,1,57,No Alert,v1.8,CAN,North America,AI Ethics Board,AI Commission,2023-12-10,2024-05-26,2025-07-28,3,High,67,48,Under Review,2024-01-27,2024-02-17
2019,4,Australia,Oceania,27,24,22,13,Khanmigo,96,0.93,,29,18,Yes,4,AIP-00520,AI Framework 20,Legislation,Data Privacy,Active,2021,2,61,51,Moderate,Low,84,4312,Supportive,5,62,Amendment,v3.4,AUS,Africa,Regulatory Authority,Data Protection Authority,2021-04-11,2021-07-08,2023-02-02,28,Medium,72,49,Under Review,2022-08-14,2021-08-07
2019,5,United States,North America,24,22,22,12,Khanmigo,90,0.9,Active,27,13,No,8,AIP-00521,AI Framework 21,Guidance,Education,Draft,2021,3,52,51,Strong,Low,95,1811,Restrictive,7,41,Amendment,v1.5,UNI,Europe,Government Portal,Digital Affairs Agency,2021-09-07,2022-01-09,2024-04-19,36,Low,89,34,Under Review,2022-04-02,2021-11-21
2019,5,United Kingdom,Europe,22,28,22,29,Google Gemini,92,0.91,Draft,27,7,No,3,AIP-00522,AI Framework 22,Legislation,Governance,Active,2025,4,45,48,Weak,Medium,57,1029,Supportive,6,54,No Alert,v3.0,UNI,Oceania,Regulatory Authority,AI Commission,2025-07-06,2025-09-26,2028-02-26,69,High,77,8,Under Review,2025-12-10,2025-09-26
2019,5,China,Asia,24,21,22,40,Google Gemini,70,0.75,Draft,28,12,Yes,6,AIP-00523,AI Framework 23,Strategy,Transparency,Repealed,2022,3,46,37,Moderate,Medium,72,4658,Restrictive,5,54,No Alert,v1.3,CHI,Europe,AI Ethics Board,Ministry of Technology,2022-09-12,2022-12-14,2025-07-05,100,Medium,81,49,Closed,2024-04-16,2022-11-03
2019,5,India,Asia,25,26,23,31,ChatGPT,50,0.64,Draft,30,15,No,10,AIP-00524,AI Framework 24,Strategy,Ethics,Active,2023,10,69,69,Weak,Medium,58,1992,Restrictive,0,63,No Alert,v1.5,IND,Europe,Regulatory Authority,AI Commission,2023-10-08,2024-03-07,2025-05-05,11,Low,73,23,Open,2024-06-02,2023-12-23
2019,5,Germany,Europe,23,25,21,25,Google Gemini,93,0.94,Draft,27,13,No,8,AIP-00525,AI Framework 25,Legislation,Ethics,Active,2025,3,51,49,Moderate,Low,71,3279,Neutral,5,40,New Policy,v3.6,GER,Europe,Legal Database,AI Commission,2025-11-06,2026-01-25,2028-04-06,55,Medium,93,42,Open,2026-07-07,2025-11-30
2019,5,Brazil,South America,27,23,26,23,ChatGPT,75,0.7,,29,17,Yes,2,AIP-00526,AI Framework 1,Regulation,Data Privacy,Active,2021,5,51,60,Strong,Low,98,1932,Supportive,0,60,No Alert,v2.9,BRA,Europe,Government Portal,Ministry of Technology,2021-11-29,2022-04-27,2023-12-11,45,Low,99,43,Under Review,2023-08-29,2022-01-05
2019,5,Pakistan,Asia,27,20,23,39,Khanmigo,45,0.55,,27,21,No,8,AIP-00527,AI Framework 2,Legislation,Education,Active,2025,6,73,75,Strong,High,85,4179,Supportive,6,81,No Alert,v3.5,PAK,Asia,Government Portal,Data Protection Authority,2025-03-27,2025-07-06,2027-10-22,30,High,75,3,Under Review,2025-04-30,2025-05-24
2019,5,Nigeria,Africa,27,28,25,52,Khanmigo,42,0.52,Draft,28,21,Yes,9,AIP-00528,AI Framework 3,Guidance,Education,Active,2024,3,45,43,Weak,Medium,38,426,Neutral,7,54,No Alert,v1.2,NIG,North America,Regulatory Authority,AI Commission,2024-01-07,2024-06-14,2025-09-02,44,High,52,31,Closed,2025-01-13,2024-01-11
2019,5,Canada,North America,21,28,25,44,Khanmigo,94,0.92,Active,24,14,Yes,10,AIP-00529,AI Framework 4,Regulation,Education,Repealed,2025,5,72,74,Moderate,Low,90,247,Restrictive,4,57,New Policy,v3.5,CAN,South America,AI Ethics Board,Data Protection Authority,2025-05-09,2025-07-28,2028-03-13,21,Low,60,46,Under Review,2025-09-23,2025-07-02
2019,5,Australia,Oceania,30,24,21,10,Khanmigo,96,0.93,Active,31,18,Yes,10,AIP-00530,AI Framework 5,Regulation,Transparency,Active,2022,2,73,65,Strong,Low,62,1703,Restrictive,1,84,New Policy,v3.0,AUS,Asia,Regulatory Authority,Digital Affairs Agency,2022-07-23,2022-12-07,2024-08-07,74,High,63,15,Under Review,2024-07-13,2022-08-29
2019,6,United States,North America,24,26,25,39,ChatGPT,90,0.9,Active,25,18,No,3,AIP-00531,AI Framework 6,Legislation,Transparency,Active,2023,5,61,60,Moderate,Low,67,2104,Neutral,2,57,New Policy,v1.1,UNI,North America,Legal Database,Digital Affairs Agency,2023-12-25,2024-01-21,2026-06-06,58,High,67,18,Under Review,2025-07-28,2024-03-05
2019,6,United Kingdom,Europe,27,23,20,49,Khanmigo,92,0.91,Active,29,16,No,1,AIP-00532,AI Framework 7,Strategy,Data Privacy,Active,2019,1,45,41,Moderate,Low,29,3820,Restrictive,5,37,Amendment,v1.3,UNI,Asia,Regulatory Authority,Data Protection Authority,2019-07-22,2019-10-12,2021-08-12,27,Medium,51,15,Closed,2019-11-21,2019-07-25
2019,6,China,Asia,29,26,26,24,Khanmigo,70,0.75,Active,30,15,No,1,AIP-00533,AI Framework 8,Legislation,Governance,Active,2019,5,45,38,Moderate,Low,56,2378,Supportive,6,46,No Alert,v3.0,CHI,South America,Legal Database,Digital Affairs Agency,2019-03-14,2019-04-28,2021-11-15,38,Low,59,23,Closed,2020-11-13,2019-05-11
2019,6,India,Asia,28,22,24,34,Khanmigo,50,0.64,,33,23,Yes,9,AIP-00534,AI Framework 9,Guidance,Transparency,Active,2018,4,50,48,Moderate,Medium,44,1304,Supportive,6,61,No Alert,v3.0,IND,North America,Regulatory Authority,AI Commission,2018-09-27,2018-11-11,2021-04-24,70,Medium,59,41,Under Review,2019-07-02,2018-12-12
2019,6,Germany,Europe,30,22,26,22,Google Gemini,93,0.94,Active,35,19,Yes,2,AIP-00535,AI Framework 10,Regulation,Education,Draft,2023,4,60,63,Moderate,Low,27,425,Neutral,0,70,No Alert,v1.0,GER,Africa,Regulatory Authority,Ministry of Technology,2023-06-20,2023-08-23,2026-01-08,54,Medium,60,42,Closed,2023-09-07,2023-09-07
2019,6,Brazil,South America,24,22,24,16,Google Gemini,75,0.7,Draft,26,15,Yes,6,AIP-00536,AI Framework 11,Legislation,Education,Active,2020,2,45,47,Moderate,Low,88,4064,Neutral,5,35,No Alert,v3.1,BRA,Africa,AI Ethics Board,Digital Affairs Agency,2020-05-08,2020-09-16,2023-01-13,7,Medium,63,11,Open,2020-12-22,2020-05-31
2019,6,Pakistan,Asia,26,26,25,20,Khanmigo,45,0.55,Draft,28,15,No,1,AIP-00537,AI Framework 12,Regulation,Data Privacy,Active,2020,10,56,66,Moderate,Medium,30,2569,Supportive,7,71,New Policy,v1.8,PAK,Asia,AI Ethics Board,Ministry of Technology,2020-10-11,2021-02-28,2022-12-23,24,Medium,56,30,Open,2020-12-22,2020-10-12
2019,6,Nigeria,Africa,27,23,24,56,ChatGPT,42,0.52,Draft,28,18,Yes,2,AIP-00538,AI Framework 13,Strategy,Education,Active,2023,1,44,39,Moderate,Low,78,4778,Neutral,0,52,No Alert,v2.3,NIG,Oceania,Government Portal,Data Protection Authority,2023-01-21,2023-03-19,2024-03-23,83,High,98,50,Under Review,2023-12-15,2023-03-02
2019,6,Canada,North America,22,26,26,20,Khanmigo,94,0.92,,24,9,No,5,AIP-00539,AI Framework 14,Strategy,Data Privacy,Draft,2021,2,59,63,Moderate,Medium,80,1688,Supportive,3,72,No Alert,v3.9,CAN,Africa,Regulatory Authority,Ministry of Technology,2021-01-13,2021-02-24,2023-01-16,73,Low,99,46,Under Review,2022-02-05,2021-04-19
2019,6,Australia,Oceania,29,27,21,5,Khanmigo,96,0.93,Active,32,16,Yes,10,AIP-00540,AI Framework 15,Strategy,Ethics,Active,2019,2,40,41,Weak,High,69,1158,Supportive,5,53,No Alert,v2.8,AUS,Europe,AI Ethics Board,AI Commission,2019-05-02,2019-10-09,2021-10-25,56,Low,94,50,Under Review,2021-04-04,2019-08-24
2019,7,United States,North America,26,27,25,21,Google Gemini,90,0.9,,30,15,No,4,AIP-00541,AI Framework 16,Guidance,Ethics,Draft,2023,10,65,73,Weak,Low,88,1393,Restrictive,4,66,No Alert,v2.8,UNI,North America,Government Portal,Data Protection Authority,2023-10-02,2023-12-23,2025-06-24,91,Low,89,2,Closed,2024-09-06,2024-01-05
